cINSEE;cp;Commune;Departement;Region;Statut;altitude;de Moyenne;population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
17348;17620;SAINT-JEAN-D'ANGLE;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;8;;0,6;45.8311345147,-0.972275648087;"{""type"": ""Polygon"", ""coordinates"": [[[-0.93133639837315, 45.80784546305065], [-0.9457666925943871, 45.80988423221216], [-0.9651034842058741, 45.80733990678818], [-0.984872378683264, 45.8170482439824], [-0.9934164062288411, 45.814483043654135], [-0.99475316947388, 45.82635546195305], [-1.000790177157266, 45.82992851931836], [-1.009385162944215, 45.83301371367357], [-1.012095076938451, 45.84597337882587], [-1.019776948384835, 45.849586255049054], [-1.007580912882208, 45.854690407067665], [-0.9799091041714141, 45.853883957830895], [-0.9693967005651751, 45.847663102854995], [-0.961036248227989, 45.83706510842927], [-0.9485672984652691, 45.841811723247176], [-0.934585167401295, 45.840749165912364], [-0.9365231235442311, 45.8274188952808], [-0.93133639837315, 45.80784546305065]]]}";2527;348;26;2;17;54
14178;14340;CORBON;CALVADOS;BASSE-NORMANDIE;Commune simple;8;;0,1;49.1454302812,-0.0279530405109;"{""type"": ""Polygon"", ""coordinates"": [[[-0.030393647072039003, 49.134259256407624], [-0.03984486417862, 49.13689096632967], [-0.046693298055326, 49.14957507729236], [-0.04214784046438, 49.15345099595002], [-0.008053564710324, 49.15190589887003], [-0.012081264644624001, 49.139325891021585], [-0.026518050274921, 49.13903550610672], [-0.030393647072039003, 49.134259256407624]]]}";12196;178;10;3;14;25
34167;34310;MONTELS;HERAULT;LANGUEDOC-ROUSSILLON;Commune simple;8;;0,2;43.2896268975,3.02567631465;"{""type"": ""Polygon"", ""coordinates"": [[[3.0543465467469, 43.28004188676942], [3.026705925057278, 43.28116769668739], [3.014970632532444, 43.275655710820516], [3.010797360826268, 43.2771764474007], [3.012275453822594, 43.28041467467804], [3.004765503923334, 43.28778262317084], [3.006281466401769, 43.30013353230264], [3.015629303034082, 43.29842341012528], [3.022836149167696, 43.30309087975954], [3.032308044668275, 43.30298951173148], [3.0543465467469, 43.28004188676942]]]}";28102;167;6;1;34;91
50014;50560;ANNEVILLE-SUR-MER;MANCHE;BASSE-NORMANDIE;Commune simple;8;;0,2;49.1205964204,-1.58682666285;"{""type"": ""Polygon"", ""coordinates"": [[[-1.573686019495815, 49.111941145567066], [-1.6054268169654762, 49.1118814659526], [-1.5925288208551631, 49.133359572064826], [-1.589310027131298, 49.130492493485335], [-1.580298013948012, 49.13147568702493], [-1.5713980261274192, 49.12409637093194], [-1.573686019495815, 49.111941145567066]]]}";7848;14;20;3;50;25
85265;85420;SAINT-PIERRE-LE-VIEUX;VENDEE;PAYS DE LA LOIRE;Commune simple;8;;1;46.4009643491,-0.742816267425;"{""type"": ""Polygon"", ""coordinates"": [[[-0.723572776168748, 46.38081145538076], [-0.7888701565866171, 46.38586309640975], [-0.7912074398334341, 46.398136003708366], [-0.7790283271466221, 46.408736139970536], [-0.7768344581676171, 46.41545280671055], [-0.7527717961683681, 46.412586883212434], [-0.74291297658155, 46.41953661754306], [-0.7284814413205011, 46.42122612556536], [-0.716758536360522, 46.41810193106846], [-0.7112634642312711, 46.42182353918029], [-0.6904007489835841, 46.4118992248992], [-0.6956393588065041, 46.402075105885345], [-0.7091786417317111, 46.404385048692895], [-0.715296183994647, 46.3893478842034], [-0.7167778227454671, 46.383746582145406], [-0.723572776168748, 46.38081145538076]]]}";7403;265;12;1;85;52
44087;44270;MACHECOUL;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE;Chef-lieu canton;9;;5,9;46.9910784513,-1.82345670327;"{""type"": ""Polygon"", ""coordinates"": [[[-1.825422816739544, 46.94778195667655], [-1.831169342963234, 46.95326898755445], [-1.871775267418114, 46.95317320057467], [-1.894980763383768, 46.96050646626483], [-1.9131752174895371, 46.97221680968803], [-1.9186166840624481, 46.98550702866247], [-1.916717763177156, 46.992155282416505], [-1.9119733801386212, 47.00071990864311], [-1.904215511178772, 46.99921900550847], [-1.899705444594953, 46.997760002568235], [-1.842347625730461, 47.00785107752979], [-1.835917324515016, 47.01261307134604], [-1.83172768085563, 47.025615462776], [-1.812939930193901, 47.020844661569015], [-1.806215912081306, 47.008442897202336], [-1.792997793512596, 47.0039329370335], [-1.7837936389320772, 47.00615529339731], [-1.7727381606802242, 47.024274290136546], [-1.758706553434644, 47.02400624761606], [-1.747845920360602, 47.03038875871267], [-1.743371181199427, 47.02915678640945], [-1.732310256856934, 47.035392612719846], [-1.7090137352681, 47.03178215719372], [-1.714991986139426, 47.0269831628579], [-1.713375660688531, 47.02388342231066], [-1.6933580440633391, 47.005741222848116], [-1.703002099935309, 47.00384200023925], [-1.7271952940721622, 47.008047799148926], [-1.7571550734517851, 47.006716329142755], [-1.7694057859394472, 47.00076221970992], [-1.768554613682129, 46.99739695278194], [-1.763589160232792, 46.99685360903129], [-1.765371262877586, 46.99359595162826], [-1.7846922870122812, 46.98997228833452], [-1.803508251026876, 46.974035807360934], [-1.811302598961378, 46.957690671016806], [-1.825422816739544, 46.94778195667655]]]}";2714;87;18;2;44;52
14761;14370;VIMONT;CALVADOS;BASSE-NORMANDIE;Commune simple;9;;0,7;49.1416235427,-0.194706905612;"{""type"": ""Polygon"", ""coordinates"": [[[-0.20434755197982402, 49.117134687379085], [-0.204831357363285, 49.124068542893575], [-0.196049724861784, 49.13662088077284], [-0.210221672685438, 49.13936585571776], [-0.22455572964484, 49.13675985513531], [-0.22145597289724, 49.142043930633044], [-0.21129089741612903, 49.148866411348486], [-0.20968237056643, 49.1583213596068], [-0.206041592164444, 49.160011072371375], [-0.19365421729180501, 49.15737113161841], [-0.17872685356039603, 49.15400525175095], [-0.166459564275622, 49.151485370264666], [-0.18309001592228802, 49.133716218090996], [-0.189646719337622, 49.12061201744158], [-0.19115383095798802, 49.117926518592974], [-0.20395510073893602, 49.11721713358988], [-0.20434755197982402, 49.117134687379085]]]}";15475;761;34;2;14;25
62621;62370;NORTKERQUE;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;Commune simple;9;;1,6;50.8781972257,2.03311083061;"{""type"": ""Polygon"", ""coordinates"": [[[2.062583120842825, 50.85973147861384], [2.052268557501944, 50.86768329924881], [2.026362692789018, 50.855479497213395], [2.01403622656936, 50.86671416147208], [2.009062434816986, 50.86730278510057], [2.000789306149161, 50.88682197473767], [2.035721937906559, 50.8956644266702], [2.048566936084048, 50.89901956425932], [2.051391228999437, 50.89970492911554], [2.061161629646818, 50.877296370119836], [2.056440882710738, 50.86821733699367], [2.063314451375058, 50.86306551204543], [2.062583120842825, 50.85973147861384]]]}";20458;621;6;5;62;31
44169;44450;SAINT-JULIEN-DE-CONCELLES;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE;Commune simple;9;;6,8;47.246301757,-1.40639571844;"{""type"": ""Polygon"", ""coordinates"": [[[-1.39729356261551, 47.21225957637894], [-1.4404793538126621, 47.219231271812866], [-1.450983650706429, 47.234201872688466], [-1.4609767883831681, 47.241671179915386], [-1.443768590807638, 47.253567678930075], [-1.419900435017335, 47.26542696059757], [-1.402358719722381, 47.281693259634054], [-1.388396634329151, 47.27233168503584], [-1.351246134904419, 47.26425637679923], [-1.347768263292895, 47.261871397541476], [-1.349509265281097, 47.25540454039304], [-1.359071194191413, 47.25263782873358], [-1.38173067124299, 47.23350661118258], [-1.399347156328304, 47.22635577395958], [-1.39729356261551, 47.21225957637894]]]}";30825;169;17;2;44;52
17051;17580;LE BOIS-PLAGE-EN-RE;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;9;;2,4;46.1825283655,-1.37625908104;"{""type"": ""Polygon"", ""coordinates"": [[[-1.363484377392834, 46.162234459728445], [-1.386049985436368, 46.17482084544279], [-1.411792194203513, 46.18415022260911], [-1.400012985681975, 46.20061564422106], [-1.380552316362456, 46.19959104089953], [-1.379067991278366, 46.19288424220594], [-1.3503695223293, 46.18963106527954], [-1.345999527049678, 46.18430609483165], [-1.352517065023555, 46.16583001102179], [-1.354029827630909, 46.16265158137127], [-1.363484377392834, 46.162234459728445]]]}";16260;51;30;3;17;54
17413;17220;SAINT-VIVIEN;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;9;;1;46.0762768567,-1.04882454068;"{""type"": ""Polygon"", ""coordinates"": [[[-1.032566051173638, 46.063952502697404], [-1.05731500697969, 46.0649446999307], [-1.079073169989229, 46.08076385759023], [-1.04955316972179, 46.090027392952535], [-1.02449550401109, 46.07949547667266], [-1.024925160723491, 46.07280792996142], [-1.032566051173638, 46.063952502697404]]]}";26253;413;10;3;17;54
17360;17740;SAINTE-MARIE-DE-RE;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;9;;3,1;46.1560367496,-1.32154377304;"{""type"": ""Polygon"", ""coordinates"": [[[-1.283543448740904, 46.14523157138768], [-1.307982702656409, 46.14302591186611], [-1.32235793916106, 46.14532911169737], [-1.353497048896983, 46.154636472556184], [-1.363484377392834, 46.162234459728445], [-1.354029827630909, 46.16265158137127], [-1.352517065023555, 46.16583001102179], [-1.320599505626233, 46.1682936842747], [-1.301315599146342, 46.16586949466388], [-1.304211609423274, 46.15960929055795], [-1.295414431443424, 46.157976532234414], [-1.2916414671737622, 46.151887673067506], [-1.283516649909086, 46.14854223816853], [-1.283543448740904, 46.14523157138768]]]}";17503;360;30;3;17;54
17297;17940;RIVEDOUX-PLAGE;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;9;;2,3;46.159061213,-1.28302289715;"{""type"": ""Polygon"", ""coordinates"": [[[-1.283823609201649, 46.1737273019959], [-1.276545443516176, 46.16163785862989], [-1.257650095909856, 46.16281700452036], [-1.2788241665198221, 46.14411098675531], [-1.283543448740904, 46.14523157138768], [-1.283516649909086, 46.14854223816853], [-1.2916414671737622, 46.151887673067506], [-1.295414431443424, 46.157976532234414], [-1.304211609423274, 46.15960929055795], [-1.301315599146342, 46.16586949466388], [-1.283823609201649, 46.1737273019959]]]}";20107;297;30;3;17;54
14480;14230;OSMANVILLE;CALVADOS;BASSE-NORMANDIE;Commune simple;9;;0,6;49.3339813037,-1.08866221246;"{""type"": ""Polygon"", ""coordinates"": [[[-1.060351889894858, 49.31858336553644], [-1.075261737830406, 49.31664061684495], [-1.105162459954366, 49.32245915451343], [-1.11332164113141, 49.32669101093658], [-1.11962254026605, 49.3555679898469], [-1.115398787838786, 49.351508500179776], [-1.111409226265184, 49.349340122175384], [-1.080390460134647, 49.349618145325685], [-1.076663829799429, 49.347268769190165], [-1.07643263647453, 49.341209959760484], [-1.058217795402984, 49.339582351514345], [-1.0614436978048, 49.32283112513693], [-1.060351889894858, 49.31858336553644]]]}";16758;480;20;1;14;25
17009;17540;ANGLIERS;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;9;;0,8;46.2061055614,-0.949106581868;"{""type"": ""Polygon"", ""coordinates"": [[[-0.9231131166188561, 46.181936448143574], [-0.93318252166663, 46.18225540102945], [-0.9490319669764061, 46.19073059875674], [-0.9710511270995251, 46.20543489053899], [-0.977349574499866, 46.21509643013395], [-0.9621671888784411, 46.222109357204154], [-0.959033057087259, 46.22798889528391], [-0.9498174812122061, 46.227561127795674], [-0.9450403139952961, 46.227068838124005], [-0.941193583838944, 46.21766329098133], [-0.9334900077658441, 46.21366558310406], [-0.935208328464273, 46.20739406028006], [-0.9277646840711271, 46.198302008303564], [-0.9288656444140241, 46.191384738353214], [-0.9231131166188561, 46.181936448143574]]]}";18116;9;7;3;17;54
85299;85770;VELLUIRE;VENDEE;PAYS DE LA LOIRE;Commune simple;9;;0,5;46.3973858732,-0.885083606793;"{""type"": ""Polygon"", ""coordinates"": [[[-0.88549688241217, 46.38275529889967], [-0.9073397209130111, 46.386155988132], [-0.9179506000841171, 46.39240940646379], [-0.914818459852726, 46.3954290626789], [-0.9009443663942871, 46.40550617555503], [-0.8811140409184031, 46.407967763482496], [-0.8741224879681421, 46.41706765581439], [-0.8566311386909491, 46.40640010929514], [-0.866343488036667, 46.39963426891069], [-0.862861089877286, 46.397381220032834], [-0.8642829035707391, 46.38433278145814], [-0.876420926435693, 46.38795066534963], [-0.884433153476871, 46.38574865190617], [-0.88549688241217, 46.38275529889967]]]}";21487;299;7;1;85;52
56018;56190;BILLIERS;MORBIHAN;BRETAGNE;Commune simple;9;;0,9;47.5234827047,-2.47972989397;"{""type"": ""Polygon"", ""coordinates"": [[[-2.466830843720918, 47.51189431606564], [-2.496212308449103, 47.51643855466488], [-2.499912619693497, 47.51809547736866], [-2.495942381760765, 47.53491304393535], [-2.49093626943633, 47.53572677076462], [-2.4718470228598273, 47.53576839766829], [-2.471915129710575, 47.529412925185106], [-2.460547577487214, 47.523125325103365], [-2.456553033809505, 47.51701458381055], [-2.457347594785091, 47.513710973213044], [-2.466830843720918, 47.51189431606564]]]}";21089;18;21;3;56;53
11202;11370;LEUCATE;AUDE;LANGUEDOC-ROUSSILLON;Commune simple;9;;4,1;42.8993650672,3.02676038573;"{""type"": ""Polygon"", ""coordinates"": [[[3.043498586588881, 42.83815011921808], [3.012576122421839, 42.85236591365924], [2.988900364270857, 42.86460463982274], [2.999131900883466, 42.8763852918569], [2.9964780781242872, 42.886582752353206], [3.004207943675647, 42.90319210625465], [3.005873670319044, 42.92415418731193], [3.001566476919711, 42.930260503972775], [2.992350942725579, 42.93211278355216], [2.990048776811097, 42.93986452018303], [3.01788344895774, 42.94188691606973], [3.0380178434607, 42.97723371034609], [3.042843195977107, 42.96016278114093], [3.039750568322225, 42.932033760343785], [3.055041134153046, 42.92409528568206], [3.059929546982335, 42.91798653428242], [3.043498586588881, 42.83815011921808]]]}";6223;202;30;3;11;91
17018;17290;ARDILLIERES;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;9;;0,8;46.0498769657,-0.890135865297;"{""type"": ""Polygon"", ""coordinates"": [[[-0.8910360747316821, 46.01588625725647], [-0.900580495689249, 46.0178118871788], [-0.894108820718547, 46.030765027189084], [-0.8967809932203331, 46.03741701904883], [-0.9226035449507811, 46.05277273396229], [-0.9058534393409391, 46.073988782791744], [-0.894163708679738, 46.067890502440456], [-0.87059924547426, 46.071699839839894], [-0.8639675585055351, 46.05955654308587], [-0.8667667495267161, 46.04615387544082], [-0.8752158920016, 46.03726417707195], [-0.878374944180182, 46.02681496276031], [-0.8910360747316821, 46.01588625725647]]]}";31962;18;1;2;17;54
17128;17100;COURCOURY;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;9;;0,7;45.7030914699,-0.563571541525;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5448557018381001, 45.6752808065025], [-0.54958811259564, 45.675690537339335], [-0.552336074342977, 45.682039815133564], [-0.570360035737651, 45.69271015212679], [-0.5757184562713511, 45.701779556342814], [-0.5840625359357471, 45.704876582077965], [-0.5936208588431641, 45.71238729449025], [-0.60120790177874, 45.72791989078111], [-0.5968254029341491, 45.72960131515236], [-0.58753986553653, 45.727139019243346], [-0.58390124222009, 45.72064745034123], [-0.56914027633082, 45.71944847471829], [-0.54623149893184, 45.706569906924486], [-0.537521957586927, 45.70376104967906], [-0.5331909987603031, 45.69799291735948], [-0.533624563407578, 45.69129101994136], [-0.5421947419166221, 45.679709276242264], [-0.5448557018381001, 45.6752808065025]]]}";5365;128;51;4;17;54
44175;44410;SAINT-LYPHARD;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE;Commune simple;9;;4,3;47.3781648768,-2.33524206651;"{""type"": ""Polygon"", ""coordinates"": [[[-2.315310073915533, 47.353995065850754], [-2.31804485586779, 47.360546493483696], [-2.336425303745089, 47.35483934701354], [-2.361372847740343, 47.35801117850563], [-2.378277754301147, 47.350614848076276], [-2.388427641199506, 47.349620496223864], [-2.393405603469739, 47.3505351169149], [-2.395428168059425, 47.35374357816688], [-2.391683598604696, 47.36020683946406], [-2.377015725478338, 47.36304401148787], [-2.355890578318102, 47.37795230994977], [-2.361511591405145, 47.38699538274481], [-2.349368897590928, 47.397904619361825], [-2.324001356577302, 47.40030657810727], [-2.3148458600244872, 47.40834090212487], [-2.290251675526813, 47.403833889328524], [-2.295015314014096, 47.40255216154995], [-2.29097902725648, 47.39653783639778], [-2.300078922684046, 47.37678786500912], [-2.317444013276995, 47.37001166808389], [-2.313242911376876, 47.36073038312626], [-2.315310073915533, 47.353995065850754]]]}";8163;175;14;3;44;52
85128;85400;LUCON;VENDEE;PAYS DE LA LOIRE;Chef-lieu canton;9;;9,8;46.4510564854,-1.16449285012;"{""type"": ""Polygon"", ""coordinates"": [[[-1.163752430207337, 46.41495104228441], [-1.190316630594298, 46.421660968583886], [-1.196670037417319, 46.4264500673484], [-1.191424611178917, 46.43591268568938], [-1.197731423857429, 46.448377228823084], [-1.195062816759469, 46.461847986154304], [-1.187300469273354, 46.47019436778039], [-1.1868932333974, 46.48358181875513], [-1.156231711984759, 46.489255361271354], [-1.157094762380879, 46.48585159100775], [-1.12890907751342, 46.46170794952216], [-1.127117835255206, 46.454937929736985], [-1.137488411410189, 46.443570837662605], [-1.133078724247095, 46.43753599041901], [-1.124657781199396, 46.433801118080375], [-1.142112106549684, 46.426649535872656], [-1.158534760456098, 46.42021802773053], [-1.163752430207337, 46.41495104228441]]]}";35612;128;11;1;85;52
66094;66200;LATOUR-BAS-ELNE;PYRENEES-ORIENTALES;LANGUEDOC-ROUSSILLON;Commune simple;9;;2,2;42.6043043945,3.0052419925;"{""type"": ""Polygon"", ""coordinates"": [[[3.022768062699262, 42.60047489043009], [3.011693153491497, 42.59456117214659], [3.002518711027762, 42.59452582175194], [2.990129010101544, 42.612236047314006], [3.008045608941979, 42.614600640347525], [3.014177385919365, 42.60288573906228], [3.022768062699262, 42.60047489043009]]]}";31053;94;27;2;66;91
17028;17440;AYTRE;CHARENTE-MARITIME;POITOU-CHARENTES;Chef-lieu canton;9;;8,9;46.134271716,-1.11454913295;"{""type"": ""Polygon"", ""coordinates"": [[[-1.123775968780809, 46.11335777481434], [-1.12626655838091, 46.12371812989758], [-1.129802852410939, 46.12624953924726], [-1.144866158316647, 46.1270257920345], [-1.149211354277128, 46.13303482246647], [-1.146375992489796, 46.13945057598613], [-1.136976083473792, 46.14019939872198], [-1.129756885686017, 46.14889340938492], [-1.111063856453179, 46.14892274705769], [-1.101710349839085, 46.148756174318926], [-1.080261251458725, 46.13597681006327], [-1.080802532239981, 46.13122346698298], [-1.10042185090654, 46.122851717653525], [-1.103434448780457, 46.11735961533102], [-1.115501712900002, 46.12127774841315], [-1.123775968780809, 46.11335777481434]]]}";33361;28;46;3;17;54
